Antibody,A_sasa,D_sasa,E_sasa,F_sasa,G_sasa,H_sasa,I_sasa,K_sasa,L_sasa,M_sasa,N_sasa,P_sasa,Q_sasa,R_sasa,S_sasa,T_sasa,V_sasa,W_sasa,Y_sasa
ADI-18942,3.79570341,1.28641194,2.24280099,0.40496672,6.16123987,0.11160254,0.54640301,3.06486535,1.1130072,0,3.06764604,4.3030227,5.01581994,2.6089284,12.00387467,7.4644333,1.67104451,0.2493554,1.93750912
ADI-18944,2.10190209,3.68382058,2.00317631,0,8.17159922,0.80220974,1.13194736,3.61845283,1.47841173,0,1.66591119,3.59908129,6.25331539,3.61182874,8.26897902,6.65413451,2.5607585,0.48025169,1.76549343
ADI-18946,1.64544998,2.00693271,2.54163166,0,9.04651634,0.2644759,0.35050031,3.75956762,1.69054789,0,4.23409806,3.59694,3.90399247,1.89988226,12.21213157,4.58891339,3.05713332,0.64153885,2.55419838
ADI-18947,2.35575896,2.34755116,3.63545196,0.54781289,6.43877285,0.2855089,2.46425548,3.17777832,1.14700637,0,1.93191525,2.97591633,5.1283186,3.78025585,11.7943082,3.78198145,1.53518922,0.76148758,1.42140329
ADI-18948,1.87578779,2.22192513,4.79743937,0.67150472,7.32937594,0,1.40888238,3.31113977,1.0987458,0.20878111,2.05111542,2.68516993,4.17432719,3.68033383,10.96497134,4.27100782,2.1285907,0.7235054,2.11021846
ADI-18949,2.18800027,2.62303977,2.63221999,0,8.26397073,0.81228854,1.17702606,3.58583597,1.66605049,0.2263146,1.67904236,3.60375501,5.45490593,3.62856113,8.13597989,6.25109906,3.34258204,0.5068511,1.79550733
ADI-18950,3.20919548,1.37049054,3.7140158,0.59450569,5.81136846,0.80955603,0.66630098,2.34000524,1.16774648,0,1.80206163,5.3285396,3.30393621,3.48618205,12.03853299,6.79265405,1.70347951,1.1770826,2.32802858
ADI-18951,3.0107048,3.00936388,2.06612846,0.23370894,9.84583736,0.24319801,0,4.08341657,2.13223206,0,3.41476025,3.38805312,3.53708287,3.27093993,11.22079794,5.71350052,2.13020158,0,0.83145453
ADI-18952,1.95231719,1.64981645,2.11671438,0.45528606,10.77006846,0.74321104,0.15721123,2.94724322,2.53429336,0,4.44373609,2.56885853,3.18272494,3.43251243,11.94363224,5.85592012,2.15325407,0,1.10920361
ADI-18953,2.14686344,1.12122111,3.73570657,1.74985301,9.73957003,0.21386131,0.79552529,3.6883724,1.43120208,0.3214357,0.82237942,4.00617229,3.99942182,2.7473953,9.63291628,7.94759405,1.51886129,0.76589363,1.7748502
ADI-18955,2.49121758,2.90339949,3.71416637,0.58565328,6.91093645,0,2.3164481,3.63567012,0.72589032,0.16716045,1.91603518,2.81991996,5.12849138,3.44617916,11.70622636,3.98319711,1.46516473,0.84487875,1.7698449
ADI-18956,1.80853482,3.73848415,2.07586574,0.27654171,7.4200786,0,1.1685245,4.70091049,2.31682678,0,0.60992212,3.41952488,4.12958275,2.35194773,12.00031736,5.23763239,2.74591807,0,1.81640423
ADI-18957,3.5759342,2.15678259,3.34356631,0.52361037,10.34639351,0.35815529,0.63069015,2.87769347,3.68467701,0,2.07691851,3.38194179,2.62612567,2.70918919,11.06690434,5.37225327,2.75920632,0,1.45565555
ADI-18958,1.92066173,3.28100104,2.57202873,0.63316084,6.53368243,1.2120533,0.36759571,3.17584891,1.39066714,0.70398634,1.22580025,4.10724677,6.36514845,4.26839015,10.3013276,5.11373032,2.01917313,0.31639898,1.75820513
ADI-18959,1.2049684,3.07597251,4.7692414,0.53004801,7.31337996,0.75411282,1.89571684,4.32031852,0.75067328,0,0,4.36500252,4.83351951,3.68435285,11.01270982,4.28073649,2.06621388,0,1.98427329
ADI-18965,2.76644862,3.21773169,2.88144528,0.48869212,7.72830817,0.38047062,0.91277393,4.58462073,1.32694426,0,2.44667268,3.18112291,4.68572869,2.57533419,11.25878561,4.22353459,2.3885664,0.88894734,1.47080208
ADI-18966,2.30192523,3.75346833,2.24130076,0.25164711,7.72137519,0.78792175,0.25582199,3.62560364,1.22159095,0,1.17153571,3.54573926,5.04738006,4.87882773,11.26851001,3.89436533,2.96763441,0.34033665,2.73644971
ADI-18968,2.87629647,2.08165416,3.96241956,0.24120613,5.78735432,0,0.38497021,3.26765009,1.56903777,0,0.47403442,4.39368258,3.92220213,2.95571203,12.00913762,8.02348146,1.90905621,0.39393612,2.83748112
ADI-18969,1.34728987,2.90792687,2.49949625,1.06932984,7.02251237,0.70464973,0.57215598,3.58304932,1.48111363,0,1.59681138,4.43178351,6.36301533,3.25139839,11.12333917,4.8388092,2.64810893,0.34039944,1.83923392
ADI-18971,2.18896062,1.75396186,4.64361846,0.94149674,10.59377827,0.14063087,0.27310771,3.11076378,1.57761036,0.33077633,3.06789435,3.67793516,2.46652343,4.18207376,10.56954249,4.4584554,2.12536831,0.62585854,0.77910857
ADI-18972,2.10803616,3.91917517,1.44108774,0.59372015,7.96998948,1.03349331,0.96472128,3.86155703,1.51660481,0,1.58955795,4.05867206,5.8580866,4.02906592,8.62446809,6.36135409,2.53932035,0.28568291,1.5228042
ADI-18976,1.54433502,3.34842981,2.3692056,0.67102501,7.60116461,0.50772742,0.19662474,5.12345614,1.42803728,0,1.78602908,3.67004669,2.37159891,2.36545123,14.04737167,7.07848223,1.75228776,0,2.7426397
ADI-18977,1.81106585,3.01557226,1.81874875,0,6.81121518,0.79900536,1.53985497,4.97772014,0.89319601,0.11556484,1.96783543,3.24365466,4.69835612,2.50745891,11.65023219,6.91898763,2.49066175,0.55009174,1.80524773
ADI-18978,0.67571173,2.1083641,3.40161394,0.62368884,6.90049833,0.29990362,0.85094242,3.81347862,1.31995993,0.21841908,2.73838676,3.27803007,3.79488048,3.39067282,13.61481541,5.04267251,2.19058177,0.77538585,1.45066407
ADI-18979,1.59630868,2.68253101,3.45607115,1.17006073,6.64793365,0.34798679,0.81796701,4.67084175,1.68499184,0,1.99098605,3.78862103,4.8320303,3.22633414,11.08190335,4.8424291,2.29761101,0.15569196,2.07371969
ADI-18981,2.39014526,1.59450606,3.69100193,0.27606024,8.02133735,0,1.76325389,2.18488599,0.72456493,0,2.16789906,4.29068734,4.40756506,4.34072337,12.98096618,5.24702194,1.43609279,0,2.07614931
ADI-18982,1.60042584,3.322052,2.39673552,1.28970195,7.52221309,0.4607119,0.69612787,4.36218793,1.53083967,0,1.79478003,3.62727966,6.62486997,3.25867042,11.52241612,4.50629313,2.02812638,0.11331914,2.1838782
ADI-18983,0.82002727,2.73333988,5.07066464,0.42204392,7.31320769,0.22668865,0.59998734,4.74303416,1.5985076,0.23957165,1.56898051,3.61283321,3.43127065,4.01707716,11.96253245,3.50155854,2.51761238,0.64328239,1.51571266
ADI-18984,2.15768414,1.91250259,2.24502751,1.01950095,7.26604018,1.28816823,0.17783575,3.70572094,1.41456597,0,1.67883081,4.03418695,3.92216312,3.64188697,12.26137324,6.92760862,1.2757024,0.51459411,1.08119057
ADI-18985,3.17421347,3.14952808,2.23677179,0.8742547,7.56448312,0.54051582,0.98033844,3.87725024,1.59997143,0,1.46153909,3.89033316,3.75564056,3.0146422,10.79417781,5.77621307,2.18129938,0.153906,2.14635591
ADI-18986,1.49694869,1.24234269,3.78002235,0,9.87659156,0,0.55040379,3.09987194,2.87517894,0,2.64187675,4.1381123,2.97680241,2.20022729,12.8812141,4.40791542,2.29088818,0,3.79318597
ADI-18990,3.85911438,1.89755563,1.78884472,0.45867353,6.14828164,0.12287859,0.57492678,3.13535794,1.11514278,0,2.96609577,4.44617028,4.97094321,2.6181575,12.01048118,7.67584014,1.62078331,0.25198731,2.0431827
ADI-18991,3.65484417,3.4280161,1.70990142,0.32924213,7.96588554,0.26553844,0.90550192,3.03236587,1.7236983,0.65482925,1.30633914,4.46898925,2.34813593,3.48775991,12.73358471,6.66696352,3.06648342,0.2822681,1.45960762
ADI-18992,3.52739384,2.1963834,2.29629844,0.21989521,10.37291458,0.6907476,1.01258144,3.30662917,1.27875776,0,2.01343524,4.54845113,5.48665968,2.67594333,11.19647889,4.7486702,3.15072722,0,0.90099387
ADI-18994,4.05685928,1.93419873,2.17108203,0,9.15625637,0.64738277,0.1049947,4.32097289,0.90554866,0,1.88969358,2.46492813,5.66139077,1.59759103,11.34670714,5.79153236,3.92665149,0.11351157,2.74276484
ADI-18995,3.42879807,3.1311101,3.30890324,0.29091852,9.27058154,0.25140657,0.84707797,3.10730071,1.4805408,0.69111549,0.99830274,4.91226675,2.20482488,2.91865448,13.28372094,7.33686678,1.9412162,0.11507663,1.68705122
ADI-18996,3.84051336,2.71978256,1.69059015,0.49647898,7.60977904,0.91527808,0.44610989,3.13611463,2.53711543,0,1.7548743,4.1938503,4.93364979,1.79930871,14.26671772,4.71508116,2.34939676,0.36255149,1.81073006
ADI-18997,2.36537665,1.73436726,2.1654124,0.87497471,6.6749117,0.2194014,1.12205038,3.39107212,1.08098892,0,1.29913772,4.09035438,5.40447974,2.34827561,13.60896701,6.78933657,0.72224518,0.96836857,2.1187446
ADI-18998,3.63334464,3.27526875,3.35126945,0,7.8910882,0.73442345,1.2847966,3.8311875,2.24583808,0.67765587,1.3348269,5.05011529,2.51121483,1.73550596,12.21549476,6.53328717,2.93891543,0.26587383,1.51036616
ADI-18999,1.31997551,2.08609681,2.47198386,0,9.64176098,0.16438139,1.39193367,3.50125522,1.40737702,0.27734039,1.0183992,3.21930121,4.89116864,3.00177883,11.83600304,5.85643019,2.10046254,0,1.84455826
ADI-19001,2.33673289,1.93001883,2.94378793,1.13767833,8.01896319,0.57855013,0.13148262,4.3701216,1.88037381,0.25810207,3.49678746,4.3323703,2.53749267,2.86048976,10.17913701,5.42374693,1.02703031,0.74256714,1.84679684
ADI-19002,1.25129903,2.44400661,3.12734168,1.49507496,5.54995136,0.22744999,1.75014861,5.26877574,1.4814101,0,1.28485588,3.92443311,3.2885117,2.6915012,14.82959273,5.21835438,1.28240556,0,1.59478038
ADI-19004,3.60646932,4.09722184,1.52146537,0.51301623,7.83635386,1.00147739,0.20239981,4.22995563,1.31295455,0,2.05455784,3.94371688,5.37788212,3.89641195,9.46987328,5.07581582,1.81580368,0.15394277,1.83287398
ADI-19005,1.97314735,3.05125191,1.47345898,0.12464036,7.85876406,0,0.90225139,4.18726627,1.21363366,0,0.54633222,4.16027448,4.98470495,2.71043711,12.93489768,6.33963467,3.12147366,0.12211211,1.98772201
ADI-19007,1.59037571,3.74815395,2.06637625,0.62871128,10.13675542,0,0.25149742,3.7695323,2.16001375,0,2.64061504,2.31152592,5.16925037,3.61958881,11.58953906,5.79045513,2.81592228,0,1.24265633
ADI-19008,2.11427512,2.44047122,4.04484034,0.47218643,7.3108352,0,0.57584015,2.97939015,1.4392679,0.2653662,2.30713579,4.12523814,3.44593931,4.36674268,10.56100213,5.50440557,2.55480005,0.81295074,2.67733184
ADI-19010,3.36569858,2.6395217,2.75084678,0.11365348,9.64229702,0,0.27954975,3.44161677,2.83849917,0,1.49599055,3.84602825,2.80326425,2.14695073,13.74920478,4.38984838,1.51788122,0,3.85139035
ADI-19016,4.4409191,2.59658917,1.35512058,0.5339435,9.3242832,1.33748299,0.41039078,3.36912341,2.42599539,0,2.43878454,3.65169701,3.71286903,2.61788611,12.26988435,5.81083896,2.75257783,0,1.66494273
ADI-19017,1.93115123,2.62933046,3.32789006,0.24039066,8.84089359,0,1.12135812,3.33934857,1.77961888,0,0.13063696,4.53626693,5.49851553,2.42138503,12.00913358,5.95902805,3.43790113,0.12319354,1.8144794
ADI-24189,1.77612213,3.94238577,1.70473789,0,7.27768596,0,1.28805321,4.39634795,0.91039605,0.25124588,0.68896939,3.54306022,5.40137144,2.84660183,13.0169656,5.340632,2.7983744,0.85523376,1.44529024
ADI-24191,0.90982776,2.80664842,2.20996382,0.81988638,8.989334,0.71240175,0.59498737,4.11893234,2.05541446,0,1.53601523,3.37649111,4.37739097,3.31685659,13.41180038,4.68586341,1.5992968,0,0.80426394
ADI-24192,2.02316611,3.53661037,2.7609891,0.46017938,7.0444529,0,1.07487942,3.84468831,2.85547163,0,2.4754582,3.89192687,3.34767554,4.97427397,10.9352297,4.32856263,0.88086135,0.31069706,1.39373907
ADI-24195,1.47998387,2.81168925,2.06109822,0.32567417,6.52812324,0.44350964,0.16957788,3.91413464,1.46237312,0.30777185,0.67242937,4.61067111,3.88436828,4.84672138,14.04234374,7.11786433,0.9892225,0,1.91025687
ADI-24196,2.22445628,2.64449073,2.95750466,0.85548747,7.26530581,1.98124832,1.79973903,2.97823571,1.20999715,0.33554325,1.25839205,4.36712251,4.82478241,5.27946381,11.49395642,5.49259654,1.85683773,0.11013972,2.46056586
ADI-24198,3.04563281,2.89009806,2.55375679,0.29994429,7.00111749,0.77092868,0.64108176,5.14753769,1.97407645,0,1.60310142,3.59390104,2.325091,1.93377006,13.77994938,7.3217716,2.06028635,0.2067684,1.54977163
ADI-24199,1.51902123,1.95658466,3.67546877,1.52670292,9.01670794,0,0,2.59291962,1.67670985,0,1.66908427,4.43094432,3.56913039,5.48191784,10.65675411,6.34049058,1.32289862,0,2.71768609
ADI-24200,1.64200276,1.27677919,3.60304796,0,8.04526182,0,0.94624402,4.53953613,2.69091942,0,1.72117604,3.72490164,1.81441394,3.5890303,13.90806703,4.7719735,1.58300068,0.40994596,1.97060285
ADI-24201,4.49597851,2.35851768,1.77254113,1.00933273,8.73899565,0,1.41431944,2.85832981,2.57639509,0,3.58368199,4.74721443,4.38894923,1.92905745,11.85522202,4.10001281,1.67719625,0.17927639,1.41411923
ADI-24204,2.12304463,2.60281535,4.0990643,0.60784248,7.82772167,0,0.83683735,3.94739274,0.99795503,0.25205973,1.41403918,4.01010596,2.78113988,5.57060954,10.58792753,6.37090924,1.83895179,0,2.03270788
ADI-24205,2.4083067,2.49333899,4.69085765,0.61801742,8.25887567,0,0.37423416,3.60830124,1.51579279,0,2.0200137,4.6247728,3.01995608,4.67403113,10.13660675,4.83755556,1.44097431,0,1.92596719
ADI-24206,3.33030528,2.06334511,2.42546969,0.59388214,8.95563444,0.33735367,1.19266266,2.62201983,2.0780936,0.20529928,1.89886115,4.18276455,3.66807585,3.1444302,12.93905136,4.97504574,1.65750001,0.25692842,2.88553607
ADI-24207,3.03794412,2.02378924,4.58079187,0.88566786,8.24567612,0.13801805,0.21676519,2.56871406,2.31709141,0,1.29978054,3.56538142,3.31333313,4.57859501,10.47960105,5.58531627,1.16192073,0,2.32378857
ADI-24208,2.5103828,2.09649107,3.08018627,0.23921394,8.23351566,0,0.92368408,3.17024249,0.64143415,0,0.80136617,3.59954576,5.47254555,3.72488326,11.53960622,4.69389607,2.36433115,0.18494436,2.28379259
ADI-24209,3.19244135,2.94812732,3.52923763,0.26938323,8.24722073,0,0.49951767,3.2362116,1.91717983,0.29221552,1.8967377,3.73744337,3.9811469,4.21868493,10.43459808,4.65892573,1.81454521,0.65866024,1.69195298
ADI-24210,1.47348155,2.37299956,3.06501194,0.87442507,9.69437061,0.29721941,0.56394524,3.52936968,2.12043988,0,2.03525248,4.20664581,4.18629164,3.28407981,13.00548039,3.97289048,1.6512079,0,1.55577457
ADI-24212,0.95054824,2.98085564,2.53062612,0.50951041,7.88679169,0,0.31165684,5.64956244,1.71116458,0,1.22364332,2.62590329,4.76354198,2.61970129,13.45366997,4.38078346,2.10286261,0.5870026,1.30519983
ADI-24213,4.08568708,3.54659228,2.73942143,0.73103523,9.04379121,0.47195175,0.72971535,2.44640838,2.36973948,0.41033295,1.15511237,3.30140072,3.96781115,3.06946792,12.17235042,4.31423236,1.67381429,0.33169767,1.79864208
ADI-24214,1.84685266,1.53872335,3.63533664,0.37231419,9.36522496,0.29206125,0.46236758,3.57599724,1.77468696,0.17169889,2.08873481,5.40860852,0.85167236,2.74971815,12.13762008,7.68574526,2.31676914,0.64681478,1.86275813
ADI-24215,2.60570983,2.97621443,2.1803421,1.09791909,7.95919403,0,2.49271826,4.9015449,0.95250575,0.20236029,1.37431823,3.62399543,6.08746495,1.99833903,12.09985234,5.65681819,2.01599366,0.27969589,1.41154807
ADI-24217,1.23450984,2.50245159,1.75422153,0.11382665,9.01486488,0,0.50737173,4.73719781,1.28929679,0,1.74908232,3.12138708,3.60412142,2.61996792,13.4879997,4.79475567,1.77302955,0,3.14185084
ADI-24222,0.73507351,2.82810972,2.82670002,0.28896177,7.63332164,0,0.2458584,4.65656631,1.43821637,0.23166172,1.99287217,2.93251463,3.24543106,2.30819676,14.20844021,4.92871238,2.36847061,0.38545639,2.11857345
ADI-24223,0.98042169,2.96912295,3.15133285,0.45971661,8.99443356,0.39036594,0.30551144,2.53030826,3.31619594,0,1.54935225,3.59968809,2.81361151,4.48773307,11.53694274,5.82943443,2.3620459,0.41856056,1.25098207
ADI-24224,1.35761768,3.48415487,2.84122642,0.58320887,8.57795377,0.4057497,0.66535016,3.82968617,2.32810662,0,2.6456507,3.3120259,3.92876818,2.01296043,12.65432345,5.06104548,1.51517841,0,2.73018627
ADI-24226,2.63007549,0.59773384,3.64199002,1.31721534,10.3500076,0.61878826,1.29858582,3.48709177,1.0013414,0,1.48064625,2.68165638,3.94715948,2.28888435,14.68884682,4.68914873,2.90476079,0,2.67563528
ADI-24227,1.27940738,3.31971842,2.64595459,0,7.57945112,0,0.51267483,3.87651349,2.33274363,0,1.50463444,4.00770285,3.38525572,3.66331237,14.06575899,4.62267494,1.74202883,0,1.91679065
ADI-24229,0.74968283,2.26590896,2.51136571,0.74393932,9.61516304,0,1.01495228,4.10134985,3.08893968,0,1.31355152,3.21864952,4.8527579,3.13225586,13.16964315,4.07467167,2.50069338,0.26438904,1.47307376
ADI-24230,1.350676,3.79886066,4.09169795,0.65939015,6.30168368,0.81530751,0.50465687,4.23760666,0.18696783,0.20369539,0,4.43660242,3.85599377,3.76670175,10.71555786,6.50251959,3.07703878,0,2.5613028
ADI-24231,2.65375463,1.57581526,1.69319404,0,10.13205811,0.42083277,0.80635724,5.04916049,0.62085499,0.63672848,2.11397488,3.29343435,4.82428833,2.0381906,14.08115861,4.19141329,2.34509084,0.34590561,3.28818274
ADI-24232,2.02476797,3.51580335,1.74689872,0.68867305,6.8666459,0,0.94666203,4.8308658,2.4606676,0,1.83990904,2.94013306,4.07914548,3.9022701,12.47588658,4.48444362,1.41513357,0.36822052,1.21249234
ADI-24233,0.77842882,2.57624811,3.22034654,0.57895349,9.99150503,0.21988539,0,3.1407709,2.76241554,0,2.16117661,3.88822643,4.17289722,2.54614366,13.55957097,4.29820108,2.40608959,0.57141874,1.96328414
ADI-24234,1.38072945,1.26811174,1.88385006,0.38917236,7.15319017,0,0.23079281,4.18067504,1.51300381,0.63788418,1.33054656,3.47399749,5.03701524,2.63727062,15.80294344,7.34022195,1.35652974,0,1.72698917
ADI-24235,2.4260534,1.877226,2.02472988,0.56708538,7.71461207,0.19988073,0,4.67747302,1.62321211,0,3.84972247,3.69816659,3.83474041,1.45912159,12.26337838,7.80655351,2.98984332,0,2.10883429
ADI-24238,0.85472377,3.15117088,2.50544868,0.14288582,7.68754929,0,0.53208271,4.74943436,2.44081251,0,2.48597346,3.86878809,4.06496111,2.52504065,12.87616125,4.18535178,3.03829116,0,1.92588822
ADI-24239,0.72349884,2.54070062,3.26704098,0.92389019,9.4736335,0.15335116,0,3.91084917,2.703452,0,2.50353136,4.28868857,4.03389508,2.47796495,13.04556391,4.52793882,2.011071,0.57201792,1.58296371
ADI-24240,1.30839022,2.5682993,2.19639221,0.7500681,9.81439378,0.15728224,0,3.05373582,2.62034036,0,2.59629627,3.66990608,5.06912728,2.7854757,12.91926816,3.90712606,2.8068924,0.69472344,1.45969453
ADI-24241,0.91709252,2.51834032,3.04764233,1.30960278,10.18594736,0,0,2.90169325,3.03642513,0,2.30729796,4.11402211,4.37119518,2.61423736,13.48576725,3.69954481,2.45761041,0.49885971,2.04768362
ADI-24242,0.8530963,2.44009804,3.2829108,0.7245723,9.87725374,0.17187458,0,3.17612024,3.08463522,0,2.26917888,3.79409654,4.00984141,2.60617139,12.91211229,4.94162293,2.33020398,0.54396969,1.96020881
ADI-24244,2.35168271,1.69627212,2.07673124,0.31258291,5.70616107,0.73366707,0.44816446,4.41513232,1.26637871,0.60929218,1.44425374,4.65690701,3.92644333,3.24178577,15.17738876,5.39922181,0.94715282,0,1.26867033
ADI-24245,2.27584328,1.95465795,1.09043526,0.36988075,5.83960678,0.18936724,0.23250893,5.04520728,1.4902473,0.92375359,1.36696058,3.48145173,3.71299509,2.21828947,13.73309255,7.63737015,1.40862149,0,2.42109343
ADI-24246,1.87352161,1.50432947,2.64598716,0.863631,6.40303958,0.14843931,1.31524008,4.90550729,1.95566044,0.50059188,1.13315142,4.59454724,3.20243836,3.34669662,14.36578481,5.44329515,1.05325389,0,1.08675137
ADI-24247,1.40424339,0.70915153,2.69707668,0.31576414,6.68069118,0.26155281,0.37389208,5.3390148,1.34208404,1.18182765,1.15561404,3.99823042,3.63146285,2.62702544,16.38481048,5.56920022,1.7272956,0,1.76040473
ADI-24248,1.96439833,2.64723688,1.77651393,1.37607703,7.90381775,0,0.61968397,3.20118026,2.13223969,0,2.31317854,3.94490748,5.42040525,4.02614176,11.16542571,4.87521172,0.92750816,0.32103439,1.43498468
ADI-24249,1.36699436,1.79297773,3.84521318,0.64564561,7.78890512,0.8706509,0.52598469,3.55652883,0.19062052,0.70417718,0.32553349,4.20625266,4.78132565,4.19246371,11.30598821,6.57549379,2.25302657,0,2.71069382
ADI-24250,2.48391256,1.90848905,2.09672373,0.486488,9.19970858,0.22966043,0,4.47968874,1.88095935,0,2.54464796,4.09609228,2.58377905,1.19104747,14.20550137,7.57370959,2.87754095,0,1.92587696
ADI-24255,1.35615996,3.47413026,1.5971153,0.57772619,7.07738572,0,1.12326275,4.53729164,1.52196004,0,1.83667395,3.58111653,3.67101351,3.68256631,12.22900096,5.14352538,2.66501845,0.31037937,1.26841137
ADI-24258,0.55176264,3.53393448,3.05824949,0.68633436,9.27445518,0.36964497,0.26893677,4.31694782,1.0964153,0,2.39925394,3.19147007,3.48226697,2.613036,14.5013337,3.49010043,1.853576,0.2803867,1.83511329
ADI-24260,1.84610077,2.83155904,4.25200045,0,9.51903863,1.00666802,0.33870724,3.65203386,1.45434497,0.13766469,1.37551553,4.66748619,3.81555585,2.91538711,12.33886381,2.94625142,3.20485859,0.19743763,3.13527303
ADI-24261,1.7487375,2.23672723,3.66979808,0.31673667,8.70264162,0.49122214,0.67591318,3.608587,1.37824181,0,1.6459256,4.20700249,3.61901177,1.05535456,12.88579429,7.87974467,2.5553759,0,2.63789161
ADI-24262,4.54385815,2.21497673,1.79357823,0.37957243,7.44224162,0,0.7259059,2.98135048,1.00415858,0.61370659,0.63816347,3.24008549,3.27402436,6.62357504,12.16000241,6.23900412,1.1118688,0.82723242,1.13605455
ADI-24264,2.5291256,2.67105992,2.44824429,0.22206129,7.31989921,0.14701752,0.81092845,4.49244839,1.3013626,0.53363476,2.17081402,3.36606501,4.73597839,2.19942571,14.00021465,6.92411194,1.29537403,0,4.06813589
ADI-24266,3.19947893,0.77386053,4.14130121,0.65378767,7.41952311,1.43703091,1.44470932,3.12492679,0.67215242,0,0.97507953,2.87761746,4.60147144,3.0739851,9.09248898,7.33263568,1.49358231,0.80880654,1.01716069
